"species";"lon";"lat";"municipality";"adm1"
"Poikilacanthus bahiensis";-41,922222;-13,523611;"Rio de Contas";"Bahia"
"Poikilacanthus bahiensis";-41,851389;-13,292778;"Abaíra";"Bahia"
"Pseuderanthemum modestum";-35,371667;-5,878611;"Macaíba";"Rio Grande do Norte"
"Pseuderanthemum modestum";-35,371667;-5,878611;"Macaíba";"Rio Grande do Norte"
"Pseuderanthemum modestum";-35,371667;-5,878611;"Macaíba";"Rio Grande do Norte"
"Pseuderanthemum modestum";-35,371667;-5,878611;"Macaíba";"Rio Grande do Norte"
"Pseuderanthemum modestum";-41,166667;-13,919444;"Tanhaçu";"Bahia"
"Pseuderanthemum modestum";-37,054158;-9,686719;"Palmeira dos Índios";"Alagoas"
"Pseuderanthemum modestum";-35,920278;-8,231667;"Caruaru";"Pernambuco"
"Pseuderanthemum modestum";-35,920278;-8,231667;"Caruaru";"Pernambuco"
"Pseuderanthemum modestum";-35,920278;-8,231667;"Caruaru";"Pernambuco"
"Pseuderanthemum modestum";-35,920278;-8,231667;"Caruaru";"Pernambuco"
"Pseuderanthemum modestum";-35,920278;-8,231667;"Caruaru";"Pernambuco"
"Pseuderanthemum modestum";-39,713056;-14,640833;"ALMADINA";"Bahia"
"Pseuderanthemum modestum";-39,713056;-14,640833;"ALMADINA";"Bahia"
"Pseuderanthemum modestum";-39,006944;-14,105833;"Maraú";"Bahia"
"Pseuderanthemum modestum";-39,46;-12,451111;"Itatim";"Bahia"
"Pseuderanthemum modestum";-39,46;-12,451111;"Itatim";"Bahia"
"Pseuderanthemum modestum";-39,766667;-12,753333;"Itatim";"Bahia"
"Pseuderanthemum modestum";-39,766667;-12,753333;"Itatim";"Bahia"
"Pseuderanthemum modestum";-39,51;-12,451667;"Iaçu";"Bahia"
"Pseuderanthemum modestum";-39,51;-12,451667;"Iaçu";"Bahia"
"Pseuderanthemum modestum";-39,85;-12,755;"Iaçu";"Bahia"
"Pseuderanthemum modestum";-39,85;-12,755;"Iaçu";"Bahia"
"Pseuderanthemum modestum";-39,783333;-12,733333;"Fernando de Noronha";"Pernambuco"
"Pseuderanthemum modestum";-39,783333;-12,733333;"Fernando de Noronha";"Pernambuco"
"Pseuderanthemum modestum";-39,783333;-12,733333;"Fernando de Noronha";"Pernambuco"
"Pseuderanthemum modestum";-39,783333;-12,733333;"Fernando de Noronha";"Pernambuco"
"Pseuderanthemum modestum";-48,991111;-24,657222;"Adrianópolis";"Paraná"
"Pseuderanthemum modestum";-48,991111;-24,657222;"Adrianópolis";"Paraná"
"Pseuderanthemum modestum";-39,111667;-12,1;"Feira de Santana";"Bahia"
"Pseuderanthemum modestum";-39,188056;-12,166667;"Feira de Santana";"Bahia"
"Pseuderanthemum modestum";-37,204958;-10,026822;"Gararu";"Sergipe"
"Pseuderanthemum modestum";-40,125556;-12,737778;"Iaçu";"Bahia"
"Pseuderanthemum modestum";-39,8;-10,683333;"ITIÚBA";"Bahia"
"Pseuderanthemum modestum";-39,8;-10,683333;"ITIÚBA";"Bahia"
"Ruellia asperula";-37,391667;-9,543889;"São José da Tapera";"Alagoas"
"Ruellia asperula";-37,391667;-9,543889;"São José da Tapera";"Alagoas"
"Ruellia asperula";-40,693763;-9,336891;"Petrolina";"Pernambuco"
"Ruellia asperula";-39,862333;-9,868388;"Jaguarari";"Bahia"
"Ruellia asperula";-39,564958;-7,082775;"Crato";"Ceará"
"Ruellia asperula";-39,564958;-7,082775;"Crato";"Ceará"
"Ruellia asperula";-36,944722;-5,5825;"Assu";"Rio Grande do Norte"
"Ruellia asperula";-41,50808;-10,174722;"Sento Sé";"Bahia"
"Ruellia asperula";-38,466394;-9,66445;"Paulo Afonso";"Bahia"
"Ruellia asperula";-37,194722;-8,149722;"Sertânia";"Pernambuco"
"Ruellia asperula";-3,194722;-8,149444;"Sertânia";"Pernambuco"
"Ruellia asperula";-37,306389;-8,650278;"Sertânia";"Pernambuco"
"Ruellia asperula";-37,178333;-8,383056;"Sertânia";"Pernambuco"
"Ruellia asperula";-38,346111;-7,706944;"Belém de São Francisco";"Pernambuco"
"Ruellia asperula";-39,126667;-7,115;"Bodocó";"Pernambuco"
"Ruellia asperula";-38,288361;-7,930139;"Serra Talhada";"Pernambuco"
"Ruellia asperula";-37,430278;-8,901667;"Itaíba";"Pernambuco"
"Ruellia asperula";-39,023611;-8,384722;"Belém de São Francisco";"Pernambuco"
"Ruellia asperula";-39,804444;-7,792778;"Bodocó";"Pernambuco"
"Ruellia asperula";-37,048055;-8,441667;"Arcoverde";"Pernambuco"
"Ruellia asperula";-37,199167;-8,399444;"Sertânia";"Pernambuco"
"Ruellia asperula";-3,310556;-7,875556;"Iguaraci";"Pernambuco"
"Ruellia asperula";-35,859444;-5,292222;"Paraizinho";"Rio Grande do Norte"
"Ruellia asperula";-36,996389;-8,468611;"Arcoverde";"Pernambuco"
"Ruellia asperula";-37,553086;-9,559258;"Maravilha";"Alagoas"
"Ruellia asperula";-37,331111;-9,250278;"Maravilha";"Alagoas"
"Ruellia asperula";-37,44;-9,3;"Maravilha";"Alagoas"
"Ruellia asperula";-37,733333;-9,559258;"Maravilha";"Alagoas"
"Ruellia asperula";-40,424222;-9,357166;"Juazeiro";"Bahia"
"Ruellia asperula";-37,255;-6,580278;"Serra Negra do Norte";"Rio Grande do Norte"
"Ruellia asperula";-37,255;-6,580278;"Serra Negra do Norte";"Rio Grande do Norte"
"Ruellia asperula";-40;-4,067778;"Sobral";"Ceará"
"Ruellia asperula";-40;-4,067778;"Sobral";"Ceará"
"Ruellia asperula";-39,373333;-3,807389;"Pentecoste";"Ceará"
"Ruellia asperula";-37,016944;-8,430833;"Arcoverde";"Pernambuco"
"Ruellia asperula";-36,906861;-8,4494;"Pedra";"Pernambuco"
"Ruellia asperula";-39,156389;-7,550556;"Porteiras";"Ceará"
"Ruellia asperula";-40,868056;-5,146111;"Crateús";"Ceará"
"Ruellia asperula";-40,868056;-5,146167;"Crateús";"Ceará"
"Ruellia asperula";-40,424222;-9,356944;"Juazeiro";"Bahia"
"Ruellia asperula";-39,998611;-4,068889;"Sobral";"Ceará"
"Ruellia asperula";-39,998611;-4,068889;"Sobral";"Ceará"
"Ruellia asperula";-39,113889;-5,053333;"Quixadá";"Ceará"
"Ruellia asperula";-39,089444;-5,071944;"Quixadá";"Ceará"
"Ruellia asperula";-41,455708;-11,738253;"Cafarnaum";"Bahia"
"Ruellia asperula";-41,455556;-11,738333;"Cafarnaum";"Bahia"
"Ruellia asperula";-41,455556;-11,738055;"Cafarnaum";"Bahia"
"Ruellia asperula";-37,328889;-11,074722;"Itaporanga d'Ajuda";"Sergipe"
"Ruellia asperula";-40,310556;-3,634167;"Sobral";"Ceará"
"Ruellia asperula";-41,386111;-11,244444;"América Dourada";"Bahia"
"Ruellia asperula";-41,386111;-11,244444;"América Dourada";"Bahia"
"Ruellia asperula";-35,806389;-6,451389;"Monte das Gameleiras";"Rio Grande do Norte"
"Ruellia asperula";-35,806389;-6,451389;"Monte das Gameleiras";"Rio Grande do Norte"
"Ruellia asperula";-35,806389;-6,451389;"Monte das Gameleiras";"Rio Grande do Norte"
"Ruellia asperula";-35,806389;-6,451389;"Monte das Gameleiras";"Rio Grande do Norte"
"Ruellia asperula";-41,456775;-11,738169;"Cafarnaum";"Bahia"
"Ruellia asperula";-37,893277;-9,518625;"Delmiro Gouveia";"Alagoas"
"Ruellia asperula";-35,928056;-5,955;"Barcelona";"Rio Grande do Norte"
"Ruellia asperula";-35,928056;-5,955;"Barcelona";"Rio Grande do Norte"
"Ruellia asperula";-37,059167;-8,701944;"Arcoverde";"Pernambuco"
"Ruellia asperula";-38,105625;-10,118519;"Piranhas";"Alagoas"
"Ruellia asperula";-38,166667;-9,059167;"Mata Grande";"Alagoas"
"Ruellia asperula";-38,266111;-3,791389;"Pentecoste";"Ceará"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-38,309167;-11,189722;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,833333;-5,592222;"Apodi";"Rio Grande do Norte"
"Ruellia asperula";-37,833333;-5,592222;"Apodi";"Rio Grande do Norte"
"Ruellia asperula";-37,873611;-5,304722;"Limoeiro do Norte";"Ceará"
"Ruellia asperula";-37,873611;-5,304722;"Limoeiro do Norte";"Ceará"
"Ruellia asperula";-40,816667;-9,45;"Sobradinho";"Bahia"
"Ruellia asperula";-40,816667;-9,45;"Sobradinho";"Bahia"
"Ruellia asperula";-40,816667;-9,45;"Sobradinho";"Bahia"
"Ruellia asperula";-51,898333;-15,892222;"Aragarças";"Goiás"
"Ruellia asperula";-38,142778;-7,036389;"Aguiar";"Paraíba"
"Ruellia asperula";-36,673889;-6,86;"Equador";"Rio Grande do Norte"
"Ruellia asperula";-36,673889;-6,86;"Equador";"Rio Grande do Norte"
"Ruellia asperula";6;-6,86;"Equador";"Rio Grande do Norte"
"Ruellia asperula";-37,075;-10,423889;"Maruim";"Sergipe"
"Ruellia asperula";-38,110556;-10,421111;"Poço Verde";"Sergipe"
"Ruellia asperula";-38,185;-10,703056;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,130833;-10,710556;"Maruim";"Sergipe"
"Ruellia asperula";-35,585278;-6,892222;"Pilões";"Paraíba"
"Ruellia asperula";-35,585278;-6,892222;"Pilões";"Paraíba"
"Ruellia asperula";-36,069444;-6,302222;"São Bento do Trairi";"Rio Grande do Norte"
"Ruellia asperula";-36,069444;-6,302222;"São Bento do Trairi";"Rio Grande do Norte"
"Ruellia asperula";-37,355;-10,0875;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-37,597361;-10,154028;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-37,28;-7,024444;"Patos";"Paraíba"
"Ruellia asperula";-38,371111;-6,396944;"Luís Gomes";"Rio Grande do Norte"
"Ruellia asperula";-38,653889;-7,056389;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-38,32;-6,348611;"José da Penha";"Rio Grande do Norte"
"Ruellia asperula";-40,342778;-3,564444;"Massapê";"Ceará"
"Ruellia asperula";-37,666667;-8,083333;"Sertânia";"Pernambuco"
"Ruellia asperula";-40,342778;-3,564444;"Massapê";"Ceará"
"Ruellia asperula";-38,646389;-7,105278;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-38,5;-8,583333;"Serra Talhada";"Pernambuco"
"Ruellia asperula";-39,292778;-5,199167;"Quixeramobim";"Ceará"
"Ruellia asperula";-39,140278;-4,904722;"Quixadá";"Ceará"
"Ruellia asperula";-39,08;-4,977778;"Apodí";"Rio Grande do Norte"
"Ruellia asperula";-38,596389;-7,790278;"Serra Talhada";"Pernambuco"
"Ruellia asperula";-38,312222;-7,963611;"Serra Talhada";"Pernambuco"
"Ruellia asperula";-37,714444;-8,033333;"Custódia";"Pernambuco"
"Ruellia asperula";-37,714444;-8,033333;"Custódia";"Pernambuco"
"Ruellia asperula";-37,26;-6,66;"São João do Sabugi";"Rio Grande do Norte"
"Ruellia asperula";-37,26;-6,66;"São João do Sabugi";"Rio Grande do Norte"
"Ruellia asperula";-36,54;-5,58;"Afonso Bezerra";"Rio Grande do Norte"
"Ruellia asperula";-36,54;-5,58;"Afonso Bezerra";"Rio Grande do Norte"
"Ruellia asperula";5;-5,58;"Afonso Bezerra";"Rio Grande do Norte"
"Ruellia asperula";6;-6,66;"Rio Grande do Norte";"Rio Grande do Norte"
"Ruellia asperula";-40,766944;-9,539444;"Petrolina";"Pernambuco"
"Ruellia asperula";-38,5;-7,6425;"Carrapateira";"Paraíba"
"Ruellia asperula";-7,26;6,66;"São João do Sbugi";"Rio Grande do Norte"
"Ruellia asperula";-40,766944;-9,539444;"Petrolina";"Pe"
"Ruellia asperula";-40,766944;-9,539444;"Petrolina";"Pernambuco"
"Ruellia asperula";-38,938333;-8,296389;"Salgueiro";"Pernambuco"
"Ruellia asperula";-39,100278;-7,074722;"Aurora";"Ceará"
"Ruellia asperula";-37,26;-6,66;"São João do Sabugi";"Rio Grande do Norte"
"Ruellia asperula";-36,54;-5,58;"Afonso Bezerra";"Rio Grande do Norte"
"Ruellia asperula";-39,780278;-14,579722;"IBICUÍ";"Bahia"
"Ruellia asperula";-38,520556;-7,538889;"Conceição";"Paraíba"
"Ruellia asperula";-36,967222;-10,113611;"Canhoba";"Sergipe"
"Ruellia asperula";-36,967222;-10,113667;"Canhoba";"Sergipe"
"Ruellia asperula";-38,522838;-7,336313;"Bonito de Santa Fé";"Paraíba"
"Ruellia asperula";-35,694167;-6,408056;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-35,694167;-6,408056;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-38,879916;-7,599;"Brejo Santo";"Ceará"
"Ruellia asperula";-37,291944;-5,283333;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,291944;-5,283333;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,419722;-10,103611;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";5;-5,283056;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,291944;-5,268333;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,419861;-10,1035;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-37,291944;-5,283333;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-41,415944;-8,580861;"Queimada Nova";"Piauí"
"Ruellia asperula";-38,970883;-6,859461;"Lavras da Mangabeira";"Ceará"
"Ruellia asperula";-38,998388;-7,703333;"Jati";"Ceará"
"Ruellia asperula";-37,893889;-9,312222;"Água Branca";"Alagoas"
"Ruellia asperula";-41,083333;-9,366667;"Sobradinho";"Bahia"
"Ruellia asperula";-37,420506;-11,060556;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-39,864167;-3,393889;"Amontada";"Ceará"
"Ruellia asperula";-37,425;-10,685278;"Itabaiana";"Sergipe"
"Ruellia asperula";-35,959167;-5,233889;"Caiçara do Norte";"Rio Grande do Norte"
"Ruellia asperula";-35,959167;-5,233889;"Caiçara do Norte";"Rio Grande do Norte"
"Ruellia asperula";-35,959167;-5,233889;"Caiçara do Norte";"Rio Grande do Norte"
"Ruellia asperula";-38,848583;-7,604166;"Brejo Santo";"Ceará"
"Ruellia asperula";-39,180897;-8,119294;"Salgueiro";"Pernambuco"
"Ruellia asperula";-38,332833;-6,402525;"Major Sales";"Rio Grande do Norte"
"Ruellia asperula";-37,442717;-9,566736;"Minador do Negrão";"Alagoas"
"Ruellia asperula";-37,320942;-9,866836;"Olivença";"Alagoas"
"Ruellia asperula";-39,113972;-8,020472;"Salgueiro";"Pernambuco"
"Ruellia asperula";-36,301389;-6,409444;"Campo Redondo";"Rio Grande do Norte"
"Ruellia asperula";-36,301389;-6,409444;"Campo Redondo";"Rio Grande do Norte"
"Ruellia asperula";-37,574277;-8,165;"Custódia";"Pernambuco"
"Ruellia asperula";-40,546555;-9,331638;"Petrolina";"Pernambuco"
"Ruellia asperula";-40,545972;-9,332583;"Petrolina";"Pernambuco"
"Ruellia asperula";-40,545555;-9,332972;"Petrolina";"Pernambuco"
"Ruellia asperula";-36,871389;-6,441389;"Currais Novos";"Rio Grande do Norte"
"Ruellia asperula";-36,871389;-6,441389;"Currais Novos";"Rio Grande do Norte"
"Ruellia asperula";6;-6,103056;"Currais Novos";"Rio Grande do Norte"
"Ruellia asperula";-38,769166;-6,904722;"Ipaumirim";"Ceará"
"Ruellia asperula";-38,418541;-7,378577;"Conceição";"Paraíba"
"Ruellia asperula";-38,890833;-7,611444;"Brejo Santo";"Ceará"
"Ruellia asperula";-37,463916;-8,604;"Ibimirim";"Pernambuco"
"Ruellia asperula";-40,64675;-9,10825;"Petrolina";"Pernambuco"
"Ruellia asperula";-39,783333;-12,733333;"Itatim";"Bahia"
"Ruellia asperula";-35,706944;-6,254444;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-35,706944;-6,254444;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Ruellia asperula";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Ruellia asperula";-37,278056;-9,917222;"Porto da Folha";"Sergipe"
"Ruellia asperula";-35,699167;-6,426389;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-37,278056;-9,917222;"Porto da Folha";"Sergipe"
"Ruellia asperula";-37,339222;-7,966361;"Monteiro";"Paraíba"
"Ruellia asperula";-38,599194;-7,099916;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-38,783138;-8,3785;"Carnaubeira da Penha";"Pernambuco"
"Ruellia asperula";-38,439088;-6,887783;"Cajazeiras";"Paraíba"
"Ruellia asperula";-38,629194;-7,102666;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-35,706944;-6,254444;"Serra de São Bento";"Rio Grande do Norte"
"Ruellia asperula";-36,600278;-6,403056;"Acari";"Rio Grande do Norte"
"Ruellia asperula";-36,600278;-6,403056;"Acari";"Rio Grande do Norte"
"Ruellia asperula";-36,600278;-6,403056;"Acari";"Rio Grande do Norte"
"Ruellia asperula";-36,600278;-6,403056;"Acari";"Rio Grande do Norte"
"Ruellia asperula";-37,515;-9,584722;"Poço Verde";"Sergipe"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,863611;-9,979444;"Poço Verde";"Sergipe"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,601244;-7,856663;"Iguaraci";"Pernambuco"
"Ruellia asperula";-38,606611;-7,044666;"Cajazeiras";"Paraíba"
"Ruellia asperula";-37,214666;-8,155444;"Sertânia";"Pernambuco"
"Ruellia asperula";-39,777861;-7,634166;"Exu";"Pernambuco"
"Ruellia asperula";-40,28125;-8,013222;"Ouricuri";"Pernambuco"
"Ruellia asperula";-37,709688;-8,514127;"Ibimirim";"Pernambuco"
"Ruellia asperula";-37,421667;-10,106944;"Gararu";"Sergipe"
"Ruellia asperula";-37,355278;-10,0975;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-37,421611;-10,107056;"Gararu";"Sergipe"
"Ruellia asperula";-37,355278;-10,0975;"Nossa Senhora da Glória";"Sergipe"
"Ruellia asperula";-38,797888;-6,998222;"Barro";"Ceará"
"Ruellia asperula";-39,201888;-7,599555;"Jardim";"Ceará"
"Ruellia asperula";-39,305083;-7,571;"Jardim";"Ceará"
"Ruellia asperula";-37,409722;-10,0325;"Porto da Folha";"Sergipe"
"Ruellia asperula";-37,409722;-10,0325;"Porto da Folha";"Sergipe"
"Ruellia asperula";-37,693672;-10,901853;"Porto da Folha";"Sergipe"
"Ruellia asperula";-37,409775;-10,0324;"Porto da Folha";"Sergipe"
"Ruellia asperula";-40,554138;-9,329388;"Petrolina";"Pernambuco"
"Ruellia asperula";-38,109155;-8,592261;"Floresta";"Pernambuco"
"Ruellia asperula";-37,772733;-8,775672;"Inajá";"Pernambuco"
"Ruellia asperula";-4,228889;-5,322222;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-4,228889;-5,322222;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-4,228889;-5,322222;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-4,228889;-5,322222;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-38,888111;-7,61275;"Brejo Santo";"Ceará"
"Ruellia asperula";-38,853388;-7,589555;"Brejo Santo";"Ceará"
"Ruellia asperula";-39,416389;-7,340833;"Missão Velha";"Ceará"
"Ruellia asperula";-37,34694;-5,21417;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,346944;-5,214167;"Mossoró";"Rio Grande do Norte"
"Ruellia asperula";-37,208056;-10,458333;"Itabaiana";"Sergipe"
"Ruellia asperula";-37,684167;-9,805278;"Poço Redondo";"Sergipe"
"Ruellia asperula";-37,355833;-10,773056;"Itabaiana";"Sergipe"
"Ruellia asperula";-37,684167;-9,805278;"Poço Redondo";"Sergipe"
"Ruellia asperula";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Ruellia asperula";-35,938056;-5,564167;"João Câmara";"Rio Grande do Norte"
"Ruellia asperula";-40,573258;-9,459508;"Petrolina";"Pernambuco"
"Ruellia asperula";-40,801555;-8,801722;"Petrolina";"Pernambuco"
"Ruellia asperula";-37,998056;-11,184167;"Tobias Barreto";"Sergipe"
"Ruellia asperula";-37,442717;-9,566736;"Minador do Negrão";"Alagoas"
"Ruellia asperula";-37,422269;-9,627747;"Santana do Ipanema";"Alagoas"
"Ruellia asperula";-37,998056;-11,184167;"Tobias Barreto";"Sergipe"
"Ruellia asperula";-37,353055;-8,061194;"Sertânia";"Pernambuco"
"Ruellia asperula";-40,807778;-9,390556;"Sobradinho";"Bahia"
"Ruellia asperula";-43,864444;-20,164444;"Rio Acima";"Minas Gerais"
"Ruellia asperula";-38,550722;-6,894944;"Cajazeiras";"Paraíba"
"Ruellia asperula";-38,456305;-6,986333;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-38,456305;-6,986333;"São José de Piranhas";"Paraíba"
"Ruellia asperula";-38,479167;-6,320833;"Venha-Ver";"Rio Grande do Norte"
"Ruellia asperula";-38,479167;-6,320833;"Venha-Ver";"Rio Grande do Norte"
"Ruellia asperula";-38,485;-6,326111;"Venha-Ver";"Rio Grande do Norte"
"Ruellia asperula";-38,485;-6,326111;"Venha-Ver";"Rio Grande do Norte"
"Ruellia asperula";-37,65;-10,917222;"Lagarto";"Sergipe"
"Ruellia asperula";-37,811111;-10,738333;"Simão Dias";"Sergipe"
"Ruellia asperula";-38,591822;-11,410339;"Simão Dias";"Sergipe"
"Ruellia asperula";-36,898222;-7,470556;"São José dos Cordeiros";"Paraíba"
"Ruellia asperula";-37,811111;-10,738333;"Simão Dias";"Sergipe"
"Ruellia asperula";-37,65;-10,917222;"Lagarto";"Sergipe"
"Ruellia asperula";-37,599972;-8,083138;"Custódia";"Pernambuco"
"Ruellia asperula";-40,556569;-9,331019;"Petrolina";"Pernambuco"
"Ruellia asperula";-37,987222;-9,700833;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-39,383333;-6,323056;"Iguatu";"Ceará"
"Ruellia asperula";-39,383333;-6,223889;"Iguatu";"Ceará"
"Ruellia asperula";-37,987361;-9,700917;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-38,65288;-7,235027;"Mauriti";"Ceará"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,334167;-10,013889;"Monte Alegre de Sergipe";"Sergipe"
"Ruellia asperula";-37,923889;-9,590278;"Gararu";"Sergipe"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,561944;-10,027222;"Monte Alegre de Sergipe";"Sergipe"
"Ruellia asperula";-38,544444;-9,984444;"Gararu";"Sergipe"
"Ruellia asperula";-39,309916;-8,177666;"Salgueiro";"Pernambuco"
"Ruellia asperula";-37,616194;-8,393138;"Sertânia";"Pernambuco"
"Ruellia asperula";-37,265944;-7,987527;"Sertânia";"Pernambuco"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-36,889861;-7,476583;"São José dos Cordeiros";"Paraíba"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-37,422269;-9,627747;"Santana do Ipanema";"Alagoas"
"Ruellia asperula";-37,951853;-9,833333;"São José da Tapera";"Alagoas"
"Ruellia asperula";-37,951853;-9,833333;"São José da Tapera";"Alagoas"
"Ruellia asperula";-39,180277;-8,102777;"Salgueiro";"Pernambuco"
"Ruellia asperula";-40,547222;-9,325;"Petrolina";"Pernambuco"
"Ruellia asperula";-37,171222;-7,878694;"Monteiro";"Paraíba"
"Ruellia asperula";-36,954722;-6,355;"Caicó";"Rio Grande do Norte"
"Ruellia asperula";-36,954722;-6,355;"Caicó";"Rio Grande do Norte"
"Ruellia asperula";-36,986667;-6,383056;"Caicó";"Rio Grande do Norte"
"Ruellia asperula";-36,986667;-6,383056;"Caicó";"Rio Grande do Norte"
"Ruellia asperula";-40,3925;-3,633889;"Sobral";"Ceará"
"Ruellia asperula";-38,99;-6,660278;"Iguatu";"Ceará"
"Ruellia asperula";-38,99475;-7,481972;"Brejo Santo";"Ceará"
"Ruellia asperula";-37,855194;-8,493694;"Floresta";"Pernambuco"
"Ruellia asperula";-40,189186;-7,591662;"Ipubi";"Pernambuco"
"Ruellia asperula";-40,945556;-9,542778;"Sobradinho";"Bahia"
"Ruellia asperula";-40,945833;-9,545556;"Sobradinho";"Bahia"
"Ruellia asperula";-38,559722;-6,891667;"Engenheiro Ávidos";"Paraíba"
"Ruellia asperula";-37,952361;-8,514694;"Floresta";"Pernambuco"
"Ruellia asperula";-38,793186;-7,549497;"Mauriti";"Ceará"
"Ruellia asperula";-39,11225;-7,894388;"Salgueiro";"Pernambuco"
"Ruellia asperula";-38,725583;-7,432111;"Mauriti";"Ceará"
"Ruellia asperula";-65,008611;-9,553889;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-65,008611;-9,553889;"Poço Redondo";"Sergipe"
"Ruellia asperula";-38,982861;-4,194778;"Caridade";"Ceará"
"Ruellia asperula";-39,333333;-6,503889;"Iguatu";"Ceará"
"Ruellia asperula";-65,008611;-9,553889;"Poço Redondo";"Sergipe"
"Ruellia asperula";-37,705833;-9,66;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-37,575;-8,165416;"Custódia";"Pernambuco"
"Ruellia asperula";-37,789167;-9,66;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-38,145556;-9,714167;"Santa Brígida";"Bahia"
"Ruellia asperula";-37,789167;-9,66;"Canindé de São Francisco";"Sergipe"
"Ruellia asperula";-38,183333;-10,708333;"Poço Verde";"Sergipe"
"Ruellia asperula";-39,116722;-8,028388;"Salgueiro";"Pernambuco"
"Ruellia asperula";-37,628303;-9,384575;"Maravilha";"Alagoas"
"Ruellia asperula";-39,036667;-10,423611;"euclides da cunha";"Bahia"
"Ruellia asperula";-37,104081;-10,263511;"Arapiraca";"Alagoas"
"Ruellia asperula";-37,266667;-8,503889;"Buíque";"Pernambuco"
"Ruellia asperula";-38,951875;-9,010811;"Floresta";"Pernambuco"
"Ruellia asperula";-40,541152;-9,320597;"Petrolina";"Pernambuco"
"Ruellia asperula";-39,473555;-8,470444;"Cabrobó";"Pernambuco"
"Ruellia asperula";-39,473556;-8,470444;"Cabrobó";"Pernambuco"
"Ruellia asperula";-40,548733;-9,330797;"Petrolina";"Pernambuco"
"Ruellia asperula";-38,406944;-6,332778;"Riacho de Santana";"Rio Grande do Norte"
"Ruellia asperula";-37,310278;-10,998333;"Itaporanga d'Ajuda";"Sergipe"
"Ruellia asperula";-38,331719;-10,039075;"Xingó";"Alagoas"
"Ruellia asperula";-37,512731;-11,667131;"Itaporanga";"Sergipe"
"Ruellia asperula";-38,277778;-6,544444;"Vieirópolis";"Paraíba"
"Ruellia asperula";-39,473;-8,473444;"Cabrobó";"Pernambuco"
"Ruellia asperula";-36,785;-9,001666;"Saloá";"Pernambuco"
"Ruellia asperula";-37,310278;-10,998333;"Itaporanga d'Ajuda";"Sergipe"
"Ruellia asperula";-38,710833;-8,096667;"Mirandiba";"Pernambuco"
"Ruellia asperula";-38,710833;-8,096667;"Mirandiba";"Pernambuco"
"Ruellia asperula";-38,710833;-8,096667;"Mirandiba";"Pernambuco"
"Ruellia asperula";-37,310278;-10,998333;"Itaporanga d'Ajuda";"Sergipe"
